Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764840.0,32.0,-45903938764864.0",45904133759896,28690034851180.0,4,"-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938764872.0,45903938764872.0,8.0",-16,17214001411212.0,3,"-48.0,-45904133759864.0,32.0,32.0,0.0,194995024.0,0.0,-45903938764864.0",32,11476033439983.0,2,"-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938764824.0,48.0,-45903938764864.0",32,17214001411216.0,4,"-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938764840.0,32.0,194995032.0",0,11476033439981.0,1,"45903938764848.0,-194994968.0,45903938764928.0,16.0,-16.0,-45903938764840.0,32.0,-45903938764832.0",45903938764848,22951993756810.0,5,"-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938764872.0,-16.0,45903938764848.0",-45904133759848,22952018131193.0,5,"48.0,45904133759896.0,-45903938764872.0,-45903938764872.0,-45903938764840.0,8.0,-45903938764864.0,-32.0",-45903938764872,28689986102429.0,3,"16.0,45904133759864.0,0.0,-16.0,16.0,45903938764856.0,-16.0,45903938764864.0",16,17214001411206.0,4,"-45903938764824.0,194995032.0,-45903938764864.0,-45903938764864.0,-45903938764864.0,-24.0,-16.0,45903938764848.0",-45903938764864,28689986102417.0,3,"48.0,45904133759880.0,-16.0,-16.0,32.0,45903938764872.0,0.0,45903938764832.0",-16,17214001411212.0,2,"-45903938764848.0,194995000.0,-45903938764896.0,-16.0,16.0,45903938764840.0,-32.0,45903938764832.0",-45903938764848,22951993756810.0,5,5,4,4,W (4),2.4056390622295662,3.0
"-16.0,0.0,16.0,-45903938764896.0,0.0,-16.0,-32.0,0.0",0,5737992345622.0,2,"45903938764848.0,45903938764848.0,45903938764864.0,-32.0,45903938764896.0,45903938764880.0,-16.0,-16.0",45903938764848,28689961728050.0,3,"16.0,16.0,0.0,-45903938764880.0,16.0,0.0,-32.0,-32.0",16,5737992345624.0,3,"-16.0,45903938764856.0,45903938764872.0,-24.0,45903938764872.0,45903938764848.0,45903938764832.0,45903938764864.0",45903938764872,34427954073648.0,3,"45904133759880.0,-16.0,0.0,-45903938764864.0,0.0,0.0,-16.0,-16.0",-16,11476009065599.0,1,"32.0,32.0,0.0,-45903938764896.0,0.0,-16.0,45903938764840.0,45903938764840.0",32,17213977036832.0,2,"0.0,16.0,0.0,45903938764896.0,-32.0,-16.0,0.0,0.0",0,5737992345620.0,1,"-45903938764880.0,-45903938764880.0,-45903938764896.0,45903938764880.0,-16.0,-16.0,0.0,-16.0",-16,22951969382448.0,2,"16.0,-16.0,-32.0,45903938764864.0,-32.0,-45904133759880.0,-45904133759864.0,32.0",-32,17214025785592.0,4,"0.0,0.0,-32.0,45903938764864.0,-48.0,-32.0,32.0,32.0",0,5737992345630.0,3,"-16.0,-16.0,-45904133759896.0,-194995000.0,0.0,16.0,0.0,0.0",0,5738041094368.0,1,"-16.0,-32.0,-48.0,45903938764896.0,0.0,-45903938764824.0,-45903938764808.0,-45903938764800.0",-16,22951969382428.0,2,2,5,3,R (5),1.9056390622295665,2.75
"0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764808.0,32.0",45904133759896,22952042505568.0,3,"0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938764840.0,45903938764840.0",0,17214001411203.0,3,"-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0,194995056.0,0.0",32,5738041094383.0,1,"45903938764864.0,-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938764792.0,48.0",32,17214001411212.0,4,"-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938764808.0,32.0",0,11476009065600.0,1,"45903938764832.0,45903938764816.0,-194995000.0,45903938764896.0,16.0,-16.0,-45903938764808.0,32.0",45903938764832,22951993756802.0,4,"-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938764840.0,-16.0",-45904133759864,22952042505566.0,4,"-16.0,48.0,45904133759896.0,-45903938764840.0,-45903938764840.0,-45903938764808.0,8.0,-45903938764832.0",-45903938764840,28689986102411.0,4,"32.0,16.0,45904133759864.0,0.0,-16.0,16.0,45903938764824.0,-16.0",16,11476009065598.0,3,"-45903938764808.0,-45903938764792.0,194995064.0,-45903938764832.0,-45903938764832.0,-45903938764832.0,-24.0,-16.0",-45903938764832,28689986102400.0,2,"32.0,48.0,45904133759880.0,-16.0,-16.0,32.0,45903938764840.0,0.0",32,11476009065608.0,2,"-45903938764800.0,-45903938764816.0,194995032.0,-45903938764864.0,-16.0,16.0,45903938764808.0,-32.0",-45903938764800,22951993756798.0,4,4,5,3,R (5),2.1556390622295662,3.0
"-45903938764832.0,-16.0,0.0,16.0,-45903938764864.0,0.0,-16.0,-32.0",-16,11475984691222.0,2,"8.0,45903938764816.0,45903938764816.0,45903938764832.0,-32.0,45903938764864.0,45903938764848.0,-16.0",45903938764816,28689961728029.0,3,"-45903938764832.0,16.0,16.0,0.0,-45903938764848.0,16.0,0.0,-32.0",16,11475984691220.0,4,"-45903938764832.0,-16.0,45903938764824.0,45903938764840.0,-24.0,45903938764840.0,45903938764816.0,45903938764800.0",45903938764840,34427954073624.0,3,"194995064.0,45904133759880.0,-16.0,0.0,-45903938764832.0,0.0,0.0,-16.0",0,11476033439976.0,1,"-45903938764800.0,32.0,32.0,0.0,-45903938764864.0,0.0,-16.0,45903938764808.0",32,17213977036819.0,3,"45903938764816.0,0.0,16.0,0.0,45903938764864.0,-32.0,-16.0,0.0",0,11475984691218.0,1,"-32.0,-45903938764848.0,-45903938764848.0,-45903938764864.0,45903938764848.0,-16.0,-16.0,0.0",-45903938764848,22951969382434.0,2,"45903938764832.0,16.0,-16.0,-32.0,45903938764832.0,-32.0,-45904133759880.0,-45904133759864.0",45903938764832,22952018131188.0,3,"45903938764816.0,0.0,0.0,-32.0,45903938764832.0,-48.0,-32.0,32.0",0,11475984691224.0,4,"45903938764800.0,-16.0,-16.0,-45904133759896.0,-194995032.0,0.0,16.0,0.0",-16,11476033439972.0,2,"45903938764800.0,-16.0,-32.0,-48.0,45903938764864.0,0.0,-45903938764792.0,-45903938764776.0",45903938764800,22951969382416.0,3,3,5,3,R (5),2.1556390622295662,3.0
"0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764776.0",0,22952042505560.0,2,"-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938764808.0",-16,11476009065596.0,2,"-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0,194995088.0",-32,5738041094391.0,1,"45903938764832.0,45903938764832.0,-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938764760.0",45903938764832,22951993756802.0,3,"-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938764776.0",0,11476009065594.0,0,"45903938764808.0,45903938764800.0,45903938764784.0,-194995032.0,45903938764864.0,16.0,-16.0,-45903938764776.0",45903938764808,28689986102387.0,3,"0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938764808.0",0,22952042505560.0,3,"-16.0,-16.0,48.0,45904133759896.0,-45903938764808.0,-45903938764808.0,-45903938764776.0,8.0",-16,22951993756797.0,3,"32.0,32.0,16.0,45904133759864.0,0.0,-16.0,16.0,45903938764792.0",32,11476009065596.0,2,"32.0,-45903938764776.0,-45903938764760.0,194995096.0,-45903938764800.0,-45903938764800.0,-45903938764800.0,-24.0",-45903938764800,28689986102386.0,3,"0.0,32.0,48.0,45904133759880.0,-16.0,-16.0,32.0,45903938764808.0",32,11476009065604.0,2,"-45903938764768.0,-45903938764768.0,-45903938764784.0,194995064.0,-45903938764832.0,-16.0,16.0,45903938764776.0",-45903938764768,28689986102378.0,3,3,4,4,W (4),2.1556390622295662,3.0
"32.0,-45903938764800.0,-16.0,0.0,16.0,-45903938764832.0,0.0,-16.0",-16,11475984691214.0,3,"45903938764808.0,8.0,45903938764784.0,45903938764784.0,45903938764800.0,-32.0,45903938764832.0,45903938764816.0",45903938764784,34427954073608.0,2,"0.0,-45903938764800.0,16.0,16.0,0.0,-45903938764816.0,16.0,0.0",0,11475984691208.0,3,"48.0,-45903938764800.0,-16.0,45903938764792.0,45903938764808.0,-24.0,45903938764808.0,45903938764784.0",45903938764808,28689961728010.0,4,"32.0,194995096.0,45904133759880.0,-16.0,0.0,-45903938764800.0,0.0,0.0",0,11476033439978.0,1,"32.0,-45903938764768.0,32.0,32.0,0.0,-45903938764832.0,0.0,-16.0",32,11475984691214.0,3,"-16.0,45903938764784.0,0.0,16.0,0.0,45903938764832.0,-32.0,-16.0",-16,11475984691212.0,2,"-45903938764800.0,-32.0,-45903938764816.0,-45903938764816.0,-45903938764832.0,45903938764816.0,-16.0,-16.0",-45903938764816,28689961728018.0,2,"-16.0,45903938764800.0,16.0,-16.0,-32.0,45903938764800.0,-32.0,-45904133759880.0",-16,17214001411199.0,4,"-16.0,45903938764784.0,0.0,0.0,-32.0,45903938764800.0,-48.0,-32.0",0,11475984691214.0,4,"0.0,45903938764768.0,-16.0,-16.0,-45904133759896.0,-194995064.0,0.0,16.0",0,11476033439972.0,2,"-32.0,45903938764768.0,-16.0,-32.0,-48.0,45903938764832.0,0.0,-45903938764760.0",-32,17213977036811.0,4,4,5,3,R (5),1.811278124459133,3.0
"-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0",-32,17214050159967.0,2,"-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0",-16,5738016719997.0,2,"-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0",-32,5738016720009.0,1,"45903938764768.0,45903938764800.0,45903938764800.0,-32.0,-45904133759880.0,32.0,32.0,16.0",45903938764800,22951993756795.0,2,"-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0",-16,5738016719999.0,0,"45903938764776.0,45903938764776.0,45903938764768.0,45903938764752.0,-194995064.0,45903938764832.0,16.0,-16.0",45903938764776,28689986102375.0,3,"0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0",0,17214050159959.0,3,"0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938764776.0,-45903938764776.0,-45903938764744.0",-16,22951993756784.0,2,"-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0,-16.0,16.0",32,11476033439980.0,3,"32.0,32.0,-45903938764744.0,-45903938764728.0,194995128.0,-45903938764768.0,-45903938764768.0,-45903938764768.0",-45903938764768,28689986102371.0,3,"0.0,0.0,32.0,48.0,45904133759880.0,-16.0,-16.0,32.0",0,5738016720003.0,2,"-45903938764744.0,-45903938764736.0,-45903938764736.0,-45903938764752.0,194995096.0,-45903938764800.0,-16.0,16.0",-45903938764736,28689986102362.0,3,2,5,3,R (5),1.75,2.75
"-45903938764744.0,32.0,-45903938764768.0,-16.0,0.0,16.0,-45903938764800.0,0.0",0,17213977036797.0,4,"-45903938764776.0,45903938764776.0,8.0,45903938764752.0,45903938764752.0,45903938764768.0,-32.0,45903938764800.0",45903938764752,34427954073583.0,3,"194995120.0,0.0,-45903938764768.0,16.0,16.0,0.0,-45903938764784.0,16.0",16,11476009065590.0,4,"-45903938764728.0,48.0,-45903938764768.0,-16.0,45903938764760.0,45903938764776.0,-24.0,45903938764776.0",45903938764776,28689961727987.0,5,"-45903938764744.0,32.0,194995128.0,45904133759880.0,-16.0,0.0,-45903938764768.0,0.0",0,17214025785571.0,2,"-45903938764744.0,32.0,-45903938764736.0,32.0,32.0,0.0,-45903938764800.0,0.0",32,17213977036797.0,4,"45903938764776.0,-16.0,45903938764752.0,0.0,16.0,0.0,45903938764800.0,-32.0",0,17213977036799.0,3,"8.0,-45903938764768.0,-32.0,-45903938764784.0,-45903938764784.0,-45903938764800.0,45903938764784.0,-16.0",-45903938764784,28689961727997.0,3,"45903938764760.0,-16.0,45903938764768.0,16.0,-16.0,-32.0,45903938764768.0,-32.0",-16,17213977036801.0,5,"-24.0,-16.0,45903938764752.0,0.0,0.0,-32.0,45903938764768.0,-48.0",0,11475984691205.0,4,"45903938764776.0,0.0,45903938764736.0,-16.0,-16.0,-45904133759896.0,-194995096.0,0.0",0,17214025785567.0,1,"45903938764744.0,-32.0,45903938764736.0,-16.0,-32.0,-48.0,45903938764800.0,0.0",-32,17213977036801.0,4,5,5,3,R (5),2.1556390622295662,3.0
"-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0",-16,17214050159965.0,1,"45903938764784.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0",-16,11476009065591.0,2,"0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0",-32,5738016720009.0,1,"45903938764752.0,45903938764736.0,45903938764768.0,45903938764768.0,-32.0,-45904133759880.0,32.0,32.0",45903938764768,28689986102375.0,2,"0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0",0,5738016719999.0,0,"-16.0,45903938764744.0,45903938764744.0,45903938764736.0,45903938764720.0,-194995096.0,45903938764800.0,16.0",45903938764744,28689986102359.0,3,"-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0",0,17214050159957.0,2,"-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938764744.0,-45903938764744.0",-16,17214001411185.0,2,"-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0,-16.0",32,17214050159963.0,2,"-32.0,32.0,32.0,-45903938764712.0,-45903938764696.0,194995160.0,-45903938764736.0,-45903938764736.0",32,22951993756767.0,4,"16.0,0.0,0.0,32.0,48.0,45904133759880.0,-16.0,-16.0",0,5738016720001.0,1,"-45903938764728.0,-45903938764712.0,-45903938764704.0,-45903938764704.0,-45903938764720.0,194995128.0,-45903938764768.0,-16.0",-45903938764704,34427978447935.0,2,2,4,4,W (4),2.1556390622295662,2.75
"-32.0,-45903938764712.0,32.0,-45903938764736.0,-16.0,0.0,16.0,-45903938764768.0",-32,17213977036789.0,4,"-32.0,-45903938764744.0,45903938764744.0,8.0,45903938764720.0,45903938764720.0,45903938764736.0,-32.0",-32,28689961727967.0,2,"0.0,194995152.0,0.0,-45903938764736.0,16.0,16.0,0.0,-45903938764752.0",0,11476009065584.0,3,"16.0,-45903938764696.0,48.0,-45903938764736.0,-16.0,45903938764728.0,45903938764744.0,-24.0",16,22951969382376.0,5,"0.0,-45903938764712.0,32.0,194995160.0,45904133759880.0,-16.0,0.0,-45903938764736.0",0,17214025785567.0,2,"-16.0,-45903938764712.0,32.0,-45903938764704.0,32.0,32.0,0.0,-45903938764768.0",32,17213977036787.0,4,"32.0,45903938764744.0,-16.0,45903938764720.0,0.0,16.0,0.0,45903938764768.0",0,17213977036787.0,2,"-45903938764712.0,8.0,-45903938764736.0,-32.0,-45903938764752.0,-45903938764752.0,-45903938764768.0,45903938764752.0",-45903938764752,34427954073564.0,3,"16.0,45903938764728.0,-16.0,45903938764736.0,16.0,-16.0,-32.0,45903938764736.0",16,17213977036787.0,4,"-45903938764736.0,-24.0,-16.0,45903938764720.0,0.0,0.0,-32.0,45903938764736.0",0,17213977036783.0,3,"32.0,45903938764744.0,0.0,45903938764704.0,-16.0,-16.0,-45904133759896.0,-194995128.0",-16,17214025785567.0,1,"16.0,45903938764712.0,-32.0,45903938764704.0,-16.0,-32.0,-48.0,45903938764768.0",-32,17213977036791.0,4,5,5,3,R (5),2.5,3.0
"0.0,-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0",0,11476033439978.0,1,"45903938764768.0,45903938764752.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0",-16,17214001411183.0,2,"16.0,0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0",-32,5738016720007.0,2,"45903938764744.0,45903938764720.0,45903938764704.0,45903938764736.0,45903938764736.0,-32.0,-45904133759880.0,32.0",45903938764736,34427978447948.0,2,"0.0,0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0",0,5738016719999.0,0,"0.0,-16.0,45903938764712.0,45903938764712.0,45903938764704.0,45903938764688.0,-194995128.0,45903938764768.0",45903938764712,28689986102341.0,3,"-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0",0,17214050159957.0,1,"-16.0,-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938764712.0",-16,11476009065590.0,2,"-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0",32,17214050159965.0,1,"-48.0,-32.0,32.0,32.0,-45903938764680.0,-45903938764664.0,194995192.0,-45903938764704.0",32,17214001411173.0,4,"0.0,16.0,0.0,0.0,32.0,48.0,45904133759880.0,-16.0",0,5738016719999.0,1,"0.0,-45903938764696.0,-45903938764680.0,-45903938764672.0,-45903938764672.0,-45903938764688.0,194995160.0,-45903938764736.0",-45903938764672,34427978447913.0,2,2,4,4,R (4),2.1556390622295662,2.75
"45904133759896.0,-32.0,-45903938764680.0,32.0,-45903938764704.0,-16.0,0.0,16.0",45904133759896,17214001411172.0,4,"0.0,-32.0,-45903938764712.0,45903938764712.0,8.0,45903938764688.0,45903938764688.0,45903938764704.0",45903938764688,28689961727943.0,1,"32.0,0.0,194995184.0,0.0,-45903938764704.0,16.0,16.0,0.0",0,5738016719994.0,2,"32.0,16.0,-45903938764664.0,48.0,-45903938764704.0,-16.0,45903938764696.0,45903938764712.0",32,22951969382361.0,4,"0.0,0.0,-45903938764680.0,32.0,194995192.0,45904133759880.0,-16.0,0.0",0,11476033439975.0,2,"16.0,-16.0,-45903938764680.0,32.0,-45903938764672.0,32.0,32.0,0.0",32,11475984691185.0,4,"-32.0,32.0,45903938764712.0,-16.0,45903938764688.0,0.0,16.0,0.0",0,11475984691187.0,3,"-45903938764712.0,-45903938764680.0,8.0,-45903938764704.0,-32.0,-45903938764720.0,-45903938764720.0,-45903938764736.0",-45903938764720,34427954073539.0,2,"-16.0,16.0,45903938764696.0,-16.0,45903938764704.0,16.0,-16.0,-32.0",-16,11475984691189.0,4,"-45903938764704.0,-45903938764704.0,-24.0,-16.0,45903938764688.0,0.0,0.0,-32.0",-45903938764704,17213977036771.0,2,"-16.0,32.0,45903938764712.0,0.0,45903938764672.0,-16.0,-16.0,-45904133759896.0",-16,17214001411170.0,2,"-16.0,16.0,45903938764680.0,-32.0,45903938764672.0,-16.0,-32.0,-48.0",-16,11475984691189.0,4,4,6,2,R (6),2.1556390622295662,3.0
"-45903938764736.0,0.0,-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0",0,11476009065583.0,0,"-32.0,45903938764736.0,45903938764720.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0",-16,17214001411173.0,2,"-45903938764720.0,16.0,0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0",-32,11476009065593.0,2,"-24.0,45903938764712.0,45903938764688.0,45903938764672.0,45903938764704.0,45903938764704.0,-32.0,-45904133759880.0",45903938764704,34427978447927.0,2,"-45903938764704.0,0.0,0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0",-16,11476009065587.0,0,"-45903938764736.0,0.0,-16.0,45903938764680.0,45903938764680.0,45903938764672.0,45903938764656.0,-194995160.0",45903938764680,28689986102325.0,2,"45903938764736.0,-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0",0,22952042505549.0,2,"45903938764720.0,-16.0,-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0",-16,11476009065591.0,2,"45903938764704.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0",32,22952042505553.0,2,"45903938764704.0,-48.0,-32.0,32.0,32.0,-45903938764648.0,-45903938764632.0,194995224.0",32,17214001411169.0,4,"-194995160.0,0.0,16.0,0.0,0.0,32.0,48.0,45904133759880.0",0,5738041094392.0,1,"45903938764736.0,0.0,-45903938764664.0,-45903938764648.0,-45903938764640.0,-45903938764640.0,-45903938764656.0,194995192.0",-45903938764640,34427978447897.0,2,2,4,4,W (4),2.4056390622295662,2.75
"45904133759896.0,45904133759896.0,-32.0,-45903938764648.0,32.0,-45903938764672.0,-16.0,0.0",45904133759896,22952018131149.0,3,"48.0,0.0,-32.0,-45903938764680.0,45903938764680.0,8.0,45903938764656.0,45903938764656.0",45903938764656,22951969382345.0,2,"32.0,32.0,0.0,194995216.0,0.0,-45903938764672.0,16.0,16.0",32,5738016719998.0,2,"32.0,32.0,16.0,-45903938764632.0,48.0,-45903938764672.0,-16.0,45903938764664.0",32,17213977036764.0,4,"0.0,0.0,0.0,-45903938764648.0,32.0,194995224.0,45904133759880.0,-16.0",0,11476033439975.0,2,"45903938764736.0,16.0,-16.0,-45903938764648.0,32.0,-45903938764640.0,32.0,32.0",32,17213977036769.0,4,"0.0,-32.0,32.0,45903938764680.0,-16.0,45903938764656.0,0.0,16.0",0,11475984691179.0,3,"-45903938764680.0,-45903938764680.0,-45903938764648.0,8.0,-45903938764672.0,-32.0,-45903938764688.0,-45903938764688.0",-45903938764680,34427954073512.0,2,"0.0,-16.0,16.0,45903938764664.0,-16.0,45903938764672.0,16.0,-16.0",-16,11475984691177.0,4,"-45903938764672.0,-45903938764672.0,-45903938764672.0,-24.0,-16.0,45903938764656.0,0.0,0.0",-45903938764672,22951969382339.0,1,"-16.0,-16.0,32.0,45903938764680.0,0.0,45903938764640.0,-16.0,-16.0",-16,11475984691177.0,2,"-45903938764704.0,-16.0,16.0,45903938764648.0,-32.0,45903938764640.0,-16.0,-32.0",-16,17213977036763.0,4,4,5,3,R (5),2.1556390622295662,3.0
"16.0,-45903938764704.0,0.0,-16.0,-32.0,0.0,0.0,-16.0",0,5737992345598.0,1,"45903938764672.0,-32.0,45903938764704.0,45903938764688.0,-16.0,-16.0,0.0,-16.0",-16,17213977036768.0,3,"0.0,-45903938764688.0,16.0,0.0,-32.0,-32.0,-32.0,-48.0",-32,5737992345606.0,2,"45903938764680.0,-24.0,45903938764680.0,45903938764656.0,45903938764640.0,45903938764672.0,45903938764672.0,-32.0",45903938764680,34427954073507.0,3,"0.0,-45903938764672.0,0.0,0.0,-16.0,-16.0,-16.0,-48.0",0,5737992345596.0,0,"0.0,-45903938764704.0,0.0,-16.0,45903938764648.0,45903938764648.0,45903938764640.0,45903938764624.0",0,28689961727910.0,1,"0.0,45903938764704.0,-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0",0,17214025785558.0,1,"-45903938764704.0,45903938764688.0,-16.0,-16.0,0.0,-16.0,-16.0,48.0",-16,11475984691188.0,3,"-32.0,45903938764672.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0",-32,17214025785570.0,3,"-32.0,45903938764672.0,-48.0,-32.0,32.0,32.0,-45903938764616.0,-45903938764600.0",-32,17213977036758.0,4,"-45904133759896.0,-194995192.0,0.0,16.0,0.0,0.0,32.0,48.0",0,5738041094398.0,1,"-48.0,45903938764704.0,0.0,-45903938764632.0,-45903938764616.0,-45903938764608.0,-45903938764608.0,-45903938764624.0",-45903938764608,34427954073480.0,2,2,4,4,R (4),2.1556390622295662,2.75
"-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938764616.0,32.0,-45903938764640.0,-16.0",45904133759896,28690034851124.0,4,"-45904133759848.0,48.0,0.0,-32.0,-45903938764648.0,45903938764648.0,8.0,45903938764624.0",-45904133759848,22951993756732.0,3,"-45904133759864.0,32.0,32.0,0.0,194995248.0,0.0,-45903938764640.0,16.0",32,11476033439979.0,3,"-45904133759880.0,32.0,32.0,16.0,-45903938764600.0,48.0,-45903938764640.0,-16.0",32,17214001411158.0,4,"-45904133759896.0,0.0,0.0,0.0,-45903938764616.0,32.0,194995256.0,45904133759880.0",0,17214050159960.0,1,"-194995192.0,45903938764704.0,16.0,-16.0,-45903938764616.0,32.0,-45903938764608.0,32.0",32,17214001411152.0,5,"45904133759896.0,0.0,-32.0,32.0,45903938764648.0,-16.0,45903938764624.0,0.0",0,17214001411156.0,4,"45904133759896.0,-45903938764648.0,-45903938764648.0,-45903938764616.0,8.0,-45903938764640.0,-32.0,-45903938764656.0",-45903938764648,34427978447893.0,3,"45904133759864.0,0.0,-16.0,16.0,45903938764632.0,-16.0,45903938764640.0,16.0",-16,17214001411150.0,4,"194995256.0,-45903938764640.0,-45903938764640.0,-45903938764640.0,-24.0,-16.0,45903938764624.0,0.0",-45903938764640,22951993756730.0,2,"45904133759880.0,-16.0,-16.0,32.0,45903938764648.0,0.0,45903938764608.0,-16.0",-16,17214001411152.0,3,"194995224.0,-45903938764672.0,-16.0,16.0,45903938764616.0,-32.0,45903938764608.0,-16.0",-16,17214001411150.0,5,5,5,3,R (5),2.4056390622295662,3.0
