Delta_with_1_last_read_pattern,Delta_with_1_last_read_most_frequent_delta,Delta_with_1_last_read_mean_abs_delta,Delta_with_1_last_read_n_stride_changes,Delta_with_1_last_write_pattern,Delta_with_1_last_write_most_frequent_delta,Delta_with_1_last_write_mean_abs_delta,Delta_with_1_last_write_n_stride_changes,Delta_with_2_last_read_pattern,Delta_with_2_last_read_most_frequent_delta,Delta_with_2_last_read_mean_abs_delta,Delta_with_2_last_read_n_stride_changes,Delta_with_2_last_write_pattern,Delta_with_2_last_write_most_frequent_delta,Delta_with_2_last_write_mean_abs_delta,Delta_with_2_last_write_n_stride_changes,Delta_with_3_last_read_pattern,Delta_with_3_last_read_most_frequent_delta,Delta_with_3_last_read_mean_abs_delta,Delta_with_3_last_read_n_stride_changes,Delta_with_3_last_write_pattern,Delta_with_3_last_write_most_frequent_delta,Delta_with_3_last_write_mean_abs_delta,Delta_with_3_last_write_n_stride_changes,Delta_with_1_next_read_pattern,Delta_with_1_next_read_most_frequent_delta,Delta_with_1_next_read_mean_abs_delta,Delta_with_1_next_read_n_stride_changes,Delta_with_1_next_write_pattern,Delta_with_1_next_write_most_frequent_delta,Delta_with_1_next_write_mean_abs_delta,Delta_with_1_next_write_n_stride_changes,Delta_with_2_next_read_pattern,Delta_with_2_next_read_most_frequent_delta,Delta_with_2_next_read_mean_abs_delta,Delta_with_2_next_read_n_stride_changes,Delta_with_2_next_write_pattern,Delta_with_2_next_write_most_frequent_delta,Delta_with_2_next_write_mean_abs_delta,Delta_with_2_next_write_n_stride_changes,Delta_with_3_next_read_pattern,Delta_with_3_next_read_most_frequent_delta,Delta_with_3_next_read_mean_abs_delta,Delta_with_3_next_read_n_stride_changes,Delta_with_3_next_write_pattern,Delta_with_3_next_write_most_frequent_delta,Delta_with_3_next_write_mean_abs_delta,Delta_with_3_next_write_n_stride_changes,code_segment_transitions,n_reads,n_writes,dominant_type_subsequence,entropy_of_addresses,entropy_of_pc
"0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938762984.0",0,22952042505336.0,2,"-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938763016.0",-16,11476009065372.0,2,"-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0,194996880.0",-32,5738041094615.0,1,"45903938763040.0,45903938763040.0,-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938762968.0",45903938763040,22951993756130.0,3,"-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938762984.0",0,11476009065370.0,0,"45903938763016.0,45903938763008.0,45903938762992.0,-194996824.0,45903938763072.0,16.0,-16.0,-45903938762984.0",45903938763016,28689986101491.0,3,"0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938763016.0",0,22952042505336.0,3,"-16.0,-16.0,48.0,45904133759896.0,-45903938763016.0,-45903938763016.0,-45903938762984.0,8.0",-16,22951993756125.0,3,"32.0,32.0,16.0,45904133759864.0,0.0,-16.0,16.0,45903938763000.0",32,11476009065372.0,2,"32.0,-45903938762984.0,-45903938762968.0,194996888.0,-45903938763008.0,-45903938763008.0,-45903938763008.0,-24.0",-45903938763008,28689986101490.0,3,"0.0,32.0,48.0,45904133759880.0,-16.0,-16.0,32.0,45903938763016.0",32,11476009065380.0,2,"-45903938762976.0,-45903938762976.0,-45903938762992.0,194996856.0,-45903938763040.0,-16.0,16.0,45903938762984.0",-45903938762976,28689986101482.0,3,3,4,4,W (4),2.1556390622295662,3.0
"32.0,-45903938763008.0,-16.0,0.0,16.0,-45903938763040.0,0.0,-16.0",-16,11475984690766.0,3,"45903938763016.0,8.0,45903938762992.0,45903938762992.0,45903938763008.0,-32.0,45903938763040.0,45903938763024.0",45903938762992,34427954072264.0,2,"0.0,-45903938763008.0,16.0,16.0,0.0,-45903938763024.0,16.0,0.0",0,11475984690760.0,3,"48.0,-45903938763008.0,-16.0,45903938763000.0,45903938763016.0,-24.0,45903938763016.0,45903938762992.0",45903938763016,28689961726890.0,4,"32.0,194996888.0,45904133759880.0,-16.0,0.0,-45903938763008.0,0.0,0.0",0,11476033439978.0,1,"32.0,-45903938762976.0,32.0,32.0,0.0,-45903938763040.0,0.0,-16.0",32,11475984690766.0,3,"-16.0,45903938762992.0,0.0,16.0,0.0,45903938763040.0,-32.0,-16.0",-16,11475984690764.0,2,"-45903938763008.0,-32.0,-45903938763024.0,-45903938763024.0,-45903938763040.0,45903938763024.0,-16.0,-16.0",-45903938763024,28689961726898.0,2,"-16.0,45903938763008.0,16.0,-16.0,-32.0,45903938763008.0,-32.0,-45904133759880.0",-16,17214001410751.0,4,"-16.0,45903938762992.0,0.0,0.0,-32.0,45903938763008.0,-48.0,-32.0",0,11475984690766.0,4,"0.0,45903938762976.0,-16.0,-16.0,-45904133759896.0,-194996856.0,0.0,16.0",0,11476033439972.0,2,"-32.0,45903938762976.0,-16.0,-32.0,-48.0,45903938763040.0,0.0,-45903938762968.0",-32,17213977036139.0,4,4,5,3,R (5),1.811278124459133,3.0
"-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0",-32,17214050159967.0,2,"-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0",-16,5738016719997.0,2,"-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0",-32,5738016720009.0,1,"45903938762976.0,45903938763008.0,45903938763008.0,-32.0,-45904133759880.0,32.0,32.0,16.0",45903938763008,22951993756123.0,2,"-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0",-16,5738016719999.0,0,"45903938762984.0,45903938762984.0,45903938762976.0,45903938762960.0,-194996856.0,45903938763040.0,16.0,-16.0",45903938762984,28689986101479.0,3,"0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0",0,17214050159959.0,3,"0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938762984.0,-45903938762984.0,-45903938762952.0",-16,22951993756112.0,2,"-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0,-16.0,16.0",32,11476033439980.0,3,"32.0,32.0,-45903938762952.0,-45903938762936.0,194996920.0,-45903938762976.0,-45903938762976.0,-45903938762976.0",-45903938762976,28689986101475.0,3,"0.0,0.0,32.0,48.0,45904133759880.0,-16.0,-16.0,32.0",0,5738016720003.0,2,"-45903938762952.0,-45903938762944.0,-45903938762944.0,-45903938762960.0,194996888.0,-45903938763008.0,-16.0,16.0",-45903938762944,28689986101466.0,3,2,5,3,R (5),1.75,2.75
"-45903938762952.0,32.0,-45903938762976.0,-16.0,0.0,16.0,-45903938763008.0,0.0",0,17213977036125.0,4,"-45903938762984.0,45903938762984.0,8.0,45903938762960.0,45903938762960.0,45903938762976.0,-32.0,45903938763008.0",45903938762960,34427954072239.0,3,"194996912.0,0.0,-45903938762976.0,16.0,16.0,0.0,-45903938762992.0,16.0",16,11476009065366.0,4,"-45903938762936.0,48.0,-45903938762976.0,-16.0,45903938762968.0,45903938762984.0,-24.0,45903938762984.0",45903938762984,28689961726867.0,5,"-45903938762952.0,32.0,194996920.0,45904133759880.0,-16.0,0.0,-45903938762976.0,0.0",0,17214025785347.0,2,"-45903938762952.0,32.0,-45903938762944.0,32.0,32.0,0.0,-45903938763008.0,0.0",32,17213977036125.0,4,"45903938762984.0,-16.0,45903938762960.0,0.0,16.0,0.0,45903938763008.0,-32.0",0,17213977036127.0,3,"8.0,-45903938762976.0,-32.0,-45903938762992.0,-45903938762992.0,-45903938763008.0,45903938762992.0,-16.0",-45903938762992,28689961726877.0,3,"45903938762968.0,-16.0,45903938762976.0,16.0,-16.0,-32.0,45903938762976.0,-32.0",-16,17213977036129.0,5,"-24.0,-16.0,45903938762960.0,0.0,0.0,-32.0,45903938762976.0,-48.0",0,11475984690757.0,4,"45903938762984.0,0.0,45903938762944.0,-16.0,-16.0,-45904133759896.0,-194996888.0,0.0",0,17214025785343.0,1,"45903938762952.0,-32.0,45903938762944.0,-16.0,-32.0,-48.0,45903938763008.0,0.0",-32,17213977036129.0,4,5,5,3,R (5),2.1556390622295662,3.0
"-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0",-16,17214050159965.0,1,"45903938762992.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0,0.0",-16,11476009065367.0,2,"0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0,32.0",-32,5738016720009.0,1,"45903938762960.0,45903938762944.0,45903938762976.0,45903938762976.0,-32.0,-45904133759880.0,32.0,32.0",45903938762976,28689986101479.0,2,"0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0,0.0",0,5738016719999.0,0,"-16.0,45903938762952.0,45903938762952.0,45903938762944.0,45903938762928.0,-194996888.0,45903938763008.0,16.0",45903938762952,28689986101463.0,3,"-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0",0,17214050159957.0,2,"-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938762952.0,-45903938762952.0",-16,17214001410737.0,2,"-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0,-16.0",32,17214050159963.0,2,"-32.0,32.0,32.0,-45903938762920.0,-45903938762904.0,194996952.0,-45903938762944.0,-45903938762944.0",32,22951993756095.0,4,"16.0,0.0,0.0,32.0,48.0,45904133759880.0,-16.0,-16.0",0,5738016720001.0,1,"-45903938762936.0,-45903938762920.0,-45903938762912.0,-45903938762912.0,-45903938762928.0,194996920.0,-45903938762976.0,-16.0",-45903938762912,34427978446815.0,2,2,4,4,W (4),2.1556390622295662,2.75
"-32.0,-45903938762920.0,32.0,-45903938762944.0,-16.0,0.0,16.0,-45903938762976.0",-32,17213977036117.0,4,"-32.0,-45903938762952.0,45903938762952.0,8.0,45903938762928.0,45903938762928.0,45903938762944.0,-32.0",-32,28689961726847.0,2,"0.0,194996944.0,0.0,-45903938762944.0,16.0,16.0,0.0,-45903938762960.0",0,11476009065360.0,3,"16.0,-45903938762904.0,48.0,-45903938762944.0,-16.0,45903938762936.0,45903938762952.0,-24.0",16,22951969381480.0,5,"0.0,-45903938762920.0,32.0,194996952.0,45904133759880.0,-16.0,0.0,-45903938762944.0",0,17214025785343.0,2,"-16.0,-45903938762920.0,32.0,-45903938762912.0,32.0,32.0,0.0,-45903938762976.0",32,17213977036115.0,4,"32.0,45903938762952.0,-16.0,45903938762928.0,0.0,16.0,0.0,45903938762976.0",0,17213977036115.0,2,"-45903938762920.0,8.0,-45903938762944.0,-32.0,-45903938762960.0,-45903938762960.0,-45903938762976.0,45903938762960.0",-45903938762960,34427954072220.0,3,"16.0,45903938762936.0,-16.0,45903938762944.0,16.0,-16.0,-32.0,45903938762944.0",16,17213977036115.0,4,"-45903938762944.0,-24.0,-16.0,45903938762928.0,0.0,0.0,-32.0,45903938762944.0",0,17213977036111.0,3,"32.0,45903938762952.0,0.0,45903938762912.0,-16.0,-16.0,-45904133759896.0,-194996920.0",-16,17214025785343.0,1,"16.0,45903938762920.0,-32.0,45903938762912.0,-16.0,-32.0,-48.0,45903938762976.0",-32,17213977036119.0,4,5,5,3,R (5),2.5,3.0
"0.0,-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0,45904133759896.0",0,11476033439978.0,1,"45903938762976.0,45903938762960.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0,48.0",-16,17214001410735.0,2,"16.0,0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0,32.0",-32,5738016720007.0,2,"45903938762952.0,45903938762928.0,45903938762912.0,45903938762944.0,45903938762944.0,-32.0,-45904133759880.0,32.0",45903938762944,34427978446828.0,2,"0.0,0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0,0.0",0,5738016719999.0,0,"0.0,-16.0,45903938762920.0,45903938762920.0,45903938762912.0,45903938762896.0,-194996920.0,45903938762976.0",45903938762920,28689986101445.0,3,"-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0,0.0",0,17214050159957.0,1,"-16.0,-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0,-45903938762920.0",-16,11476009065366.0,2,"-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0,0.0",32,17214050159965.0,1,"-48.0,-32.0,32.0,32.0,-45903938762888.0,-45903938762872.0,194996984.0,-45903938762912.0",32,17214001410725.0,4,"0.0,16.0,0.0,0.0,32.0,48.0,45904133759880.0,-16.0",0,5738016719999.0,1,"0.0,-45903938762904.0,-45903938762888.0,-45903938762880.0,-45903938762880.0,-45903938762896.0,194996952.0,-45903938762944.0",-45903938762880,34427978446793.0,2,2,4,4,R (4),2.1556390622295662,2.75
"45904133759896.0,-32.0,-45903938762888.0,32.0,-45903938762912.0,-16.0,0.0,16.0",45904133759896,17214001410724.0,4,"0.0,-32.0,-45903938762920.0,45903938762920.0,8.0,45903938762896.0,45903938762896.0,45903938762912.0",45903938762896,28689961726823.0,1,"32.0,0.0,194996976.0,0.0,-45903938762912.0,16.0,16.0,0.0",0,5738016719994.0,2,"32.0,16.0,-45903938762872.0,48.0,-45903938762912.0,-16.0,45903938762904.0,45903938762920.0",32,22951969381465.0,4,"0.0,0.0,-45903938762888.0,32.0,194996984.0,45904133759880.0,-16.0,0.0",0,11476033439975.0,2,"16.0,-16.0,-45903938762888.0,32.0,-45903938762880.0,32.0,32.0,0.0",32,11475984690737.0,4,"-32.0,32.0,45903938762920.0,-16.0,45903938762896.0,0.0,16.0,0.0",0,11475984690739.0,3,"-45903938762920.0,-45903938762888.0,8.0,-45903938762912.0,-32.0,-45903938762928.0,-45903938762928.0,-45903938762944.0",-45903938762928,34427954072195.0,2,"-16.0,16.0,45903938762904.0,-16.0,45903938762912.0,16.0,-16.0,-32.0",-16,11475984690741.0,4,"-45903938762912.0,-45903938762912.0,-24.0,-16.0,45903938762896.0,0.0,0.0,-32.0",-45903938762912,17213977036099.0,2,"-16.0,32.0,45903938762920.0,0.0,45903938762880.0,-16.0,-16.0,-45904133759896.0",-16,17214001410722.0,2,"-16.0,16.0,45903938762888.0,-32.0,45903938762880.0,-16.0,-32.0,-48.0",-16,11475984690741.0,4,4,6,2,R (6),2.1556390622295662,3.0
"-45903938762944.0,0.0,-16.0,-32.0,0.0,0.0,-16.0,-45904133759864.0",0,11476009065359.0,0,"-32.0,45903938762944.0,45903938762928.0,-16.0,-16.0,0.0,-16.0,-45904133759848.0",-16,17214001410725.0,2,"-45903938762928.0,16.0,0.0,-32.0,-32.0,-32.0,-48.0,-45904133759864.0",-32,11476009065369.0,2,"-24.0,45903938762920.0,45903938762896.0,45903938762880.0,45903938762912.0,45903938762912.0,-32.0,-45904133759880.0",45903938762912,34427978446807.0,2,"-45903938762912.0,0.0,0.0,-16.0,-16.0,-16.0,-48.0,-45904133759896.0",-16,11476009065363.0,0,"-45903938762944.0,0.0,-16.0,45903938762888.0,45903938762888.0,45903938762880.0,45903938762864.0,-194996952.0",45903938762888,28689986101429.0,2,"45903938762944.0,-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0,45904133759896.0",0,22952042505325.0,2,"45903938762928.0,-16.0,-16.0,0.0,-16.0,-16.0,48.0,45904133759896.0",-16,11476009065367.0,2,"45903938762912.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0,45904133759864.0",32,22952042505329.0,2,"45903938762912.0,-48.0,-32.0,32.0,32.0,-45903938762856.0,-45903938762840.0,194997016.0",32,17214001410721.0,4,"-194996952.0,0.0,16.0,0.0,0.0,32.0,48.0,45904133759880.0",0,5738041094616.0,1,"45903938762944.0,0.0,-45903938762872.0,-45903938762856.0,-45903938762848.0,-45903938762848.0,-45903938762864.0,194996984.0",-45903938762848,34427978446777.0,2,2,4,4,W (4),2.4056390622295662,2.75
"45904133759896.0,45904133759896.0,-32.0,-45903938762856.0,32.0,-45903938762880.0,-16.0,0.0",45904133759896,22952018130701.0,3,"48.0,0.0,-32.0,-45903938762888.0,45903938762888.0,8.0,45903938762864.0,45903938762864.0",45903938762864,22951969381449.0,2,"32.0,32.0,0.0,194997008.0,0.0,-45903938762880.0,16.0,16.0",32,5738016719998.0,2,"32.0,32.0,16.0,-45903938762840.0,48.0,-45903938762880.0,-16.0,45903938762872.0",32,17213977036092.0,4,"0.0,0.0,0.0,-45903938762856.0,32.0,194997016.0,45904133759880.0,-16.0",0,11476033439975.0,2,"45903938762944.0,16.0,-16.0,-45903938762856.0,32.0,-45903938762848.0,32.0,32.0",32,17213977036097.0,4,"0.0,-32.0,32.0,45903938762888.0,-16.0,45903938762864.0,0.0,16.0",0,11475984690731.0,3,"-45903938762888.0,-45903938762888.0,-45903938762856.0,8.0,-45903938762880.0,-32.0,-45903938762896.0,-45903938762896.0",-45903938762888,34427954072168.0,2,"0.0,-16.0,16.0,45903938762872.0,-16.0,45903938762880.0,16.0,-16.0",-16,11475984690729.0,4,"-45903938762880.0,-45903938762880.0,-45903938762880.0,-24.0,-16.0,45903938762864.0,0.0,0.0",-45903938762880,22951969381443.0,1,"-16.0,-16.0,32.0,45903938762888.0,0.0,45903938762848.0,-16.0,-16.0",-16,11475984690729.0,2,"-45903938762912.0,-16.0,16.0,45903938762856.0,-32.0,45903938762848.0,-16.0,-32.0",-16,17213977036091.0,4,4,5,3,R (5),2.1556390622295662,3.0
"16.0,-45903938762912.0,0.0,-16.0,-32.0,0.0,0.0,-16.0",0,5737992345374.0,1,"45903938762880.0,-32.0,45903938762912.0,45903938762896.0,-16.0,-16.0,0.0,-16.0",-16,17213977036096.0,3,"0.0,-45903938762896.0,16.0,0.0,-32.0,-32.0,-32.0,-48.0",-32,5737992345382.0,2,"45903938762888.0,-24.0,45903938762888.0,45903938762864.0,45903938762848.0,45903938762880.0,45903938762880.0,-32.0",45903938762888,34427954072163.0,3,"0.0,-45903938762880.0,0.0,0.0,-16.0,-16.0,-16.0,-48.0",0,5737992345372.0,0,"0.0,-45903938762912.0,0.0,-16.0,45903938762856.0,45903938762856.0,45903938762848.0,45903938762832.0",0,28689961726790.0,1,"0.0,45903938762912.0,-32.0,-16.0,0.0,0.0,-45904133759864.0,-45904133759848.0",0,17214025785334.0,1,"-45903938762912.0,45903938762896.0,-16.0,-16.0,0.0,-16.0,-16.0,48.0",-16,11475984690740.0,3,"-32.0,45903938762880.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0,16.0",-32,17214025785346.0,3,"-32.0,45903938762880.0,-48.0,-32.0,32.0,32.0,-45903938762824.0,-45903938762808.0",-32,17213977036086.0,4,"-45904133759896.0,-194996984.0,0.0,16.0,0.0,0.0,32.0,48.0",0,5738041094622.0,1,"-48.0,45903938762912.0,0.0,-45903938762840.0,-45903938762824.0,-45903938762816.0,-45903938762816.0,-45903938762832.0",-45903938762816,34427954072136.0,2,2,4,4,R (4),2.1556390622295662,2.75
"-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938762824.0,32.0,-45903938762848.0,-16.0",45904133759896,28690034850676.0,4,"-45904133759848.0,48.0,0.0,-32.0,-45903938762856.0,45903938762856.0,8.0,45903938762832.0",-45904133759848,22951993756060.0,3,"-45904133759864.0,32.0,32.0,0.0,194997040.0,0.0,-45903938762848.0,16.0",32,11476033439979.0,3,"-45904133759880.0,32.0,32.0,16.0,-45903938762808.0,48.0,-45903938762848.0,-16.0",32,17214001410710.0,4,"-45904133759896.0,0.0,0.0,0.0,-45903938762824.0,32.0,194997048.0,45904133759880.0",0,17214050159960.0,1,"-194996984.0,45903938762912.0,16.0,-16.0,-45903938762824.0,32.0,-45903938762816.0,32.0",32,17214001410704.0,5,"45904133759896.0,0.0,-32.0,32.0,45903938762856.0,-16.0,45903938762832.0,0.0",0,17214001410708.0,4,"45904133759896.0,-45903938762856.0,-45903938762856.0,-45903938762824.0,8.0,-45903938762848.0,-32.0,-45903938762864.0",-45903938762856,34427978446773.0,3,"45904133759864.0,0.0,-16.0,16.0,45903938762840.0,-16.0,45903938762848.0,16.0",-16,17214001410702.0,4,"194997048.0,-45903938762848.0,-45903938762848.0,-45903938762848.0,-24.0,-16.0,45903938762832.0,0.0",-45903938762848,22951993756058.0,2,"45904133759880.0,-16.0,-16.0,32.0,45903938762856.0,0.0,45903938762816.0,-16.0",-16,17214001410704.0,3,"194997016.0,-45903938762880.0,-16.0,16.0,45903938762824.0,-32.0,45903938762816.0,-16.0",-16,17214001410702.0,5,5,5,3,R (5),2.4056390622295662,3.0
"0.0,16.0,-45903938762880.0,0.0,-16.0,-32.0,0.0,0.0",0,5737992345368.0,1,"45903938762832.0,45903938762848.0,-32.0,45903938762880.0,45903938762864.0,-16.0,-16.0,0.0",-16,22951969381436.0,3,"16.0,0.0,-45903938762864.0,16.0,0.0,-32.0,-32.0,-32.0",-32,5737992345374.0,3,"45903938762840.0,45903938762856.0,-24.0,45903938762856.0,45903938762832.0,45903938762816.0,45903938762848.0,45903938762848.0",45903938762856,40165946417490.0,2,"-16.0,0.0,-45903938762848.0,0.0,0.0,-16.0,-16.0,-16.0",-16,5737992345364.0,0,"32.0,0.0,-45903938762880.0,0.0,-16.0,45903938762824.0,45903938762824.0,45903938762816.0",0,22951969381424.0,2,"16.0,0.0,45903938762880.0,-32.0,-16.0,0.0,0.0,-45904133759864.0",0,11476009065351.0,1,"-45903938762864.0,-45903938762880.0,45903938762864.0,-16.0,-16.0,0.0,-16.0,-16.0",-16,17213977036084.0,2,"-16.0,-32.0,45903938762848.0,-32.0,-45904133759880.0,-45904133759864.0,32.0,32.0",-32,17214025785342.0,3,"0.0,-32.0,45903938762848.0,-48.0,-32.0,32.0,32.0,-45903938762792.0",-32,11475984690727.0,4,"-16.0,-45904133759896.0,-194997016.0,0.0,16.0,0.0,0.0,32.0",0,5738041094622.0,1,"-32.0,-48.0,45903938762880.0,0.0,-45903938762808.0,-45903938762792.0,-45903938762784.0,-45903938762784.0",-45903938762784,28689961726766.0,2,2,5,3,R (5),1.9056390622295665,2.75
"-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938762792.0,32.0,-45903938762816.0",45904133759896,28690034850668.0,4,"-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938762824.0,45903938762824.0,8.0",-16,17214001410700.0,3,"-48.0,-45904133759864.0,32.0,32.0,0.0,194997072.0,0.0,-45903938762816.0",32,11476033439983.0,2,"-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938762776.0,48.0,-45903938762816.0",32,17214001410704.0,4,"-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938762792.0,32.0,194997080.0",0,11476033439981.0,1,"45903938762800.0,-194997016.0,45903938762880.0,16.0,-16.0,-45903938762792.0,32.0,-45903938762784.0",45903938762800,22951993756042.0,5,"-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938762824.0,-16.0,45903938762800.0",-45904133759848,22952018130681.0,5,"48.0,45904133759896.0,-45903938762824.0,-45903938762824.0,-45903938762792.0,8.0,-45903938762816.0,-32.0",-45903938762824,28689986101405.0,3,"16.0,45904133759864.0,0.0,-16.0,16.0,45903938762808.0,-16.0,45903938762816.0",16,17214001410694.0,4,"-45903938762776.0,194997080.0,-45903938762816.0,-45903938762816.0,-45903938762816.0,-24.0,-16.0,45903938762800.0",-45903938762816,28689986101393.0,3,"48.0,45904133759880.0,-16.0,-16.0,32.0,45903938762824.0,0.0,45903938762784.0",-16,17214001410700.0,2,"-45903938762800.0,194997048.0,-45903938762848.0,-16.0,16.0,45903938762792.0,-32.0,45903938762784.0",-45903938762800,22951993756042.0,5,5,4,4,W (4),2.4056390622295662,3.0
"-16.0,0.0,16.0,-45903938762848.0,0.0,-16.0,-32.0,0.0",0,5737992345366.0,2,"45903938762800.0,45903938762800.0,45903938762816.0,-32.0,45903938762848.0,45903938762832.0,-16.0,-16.0",45903938762800,28689961726770.0,3,"16.0,16.0,0.0,-45903938762832.0,16.0,0.0,-32.0,-32.0",16,5737992345368.0,3,"-16.0,45903938762808.0,45903938762824.0,-24.0,45903938762824.0,45903938762800.0,45903938762784.0,45903938762816.0",45903938762824,34427954072112.0,3,"45904133759880.0,-16.0,0.0,-45903938762816.0,0.0,0.0,-16.0,-16.0",-16,11476009065343.0,1,"32.0,32.0,0.0,-45903938762848.0,0.0,-16.0,45903938762792.0,45903938762792.0",32,17213977036064.0,2,"0.0,16.0,0.0,45903938762848.0,-32.0,-16.0,0.0,0.0",0,5737992345364.0,1,"-45903938762832.0,-45903938762832.0,-45903938762848.0,45903938762832.0,-16.0,-16.0,0.0,-16.0",-16,22951969381424.0,2,"16.0,-16.0,-32.0,45903938762816.0,-32.0,-45904133759880.0,-45904133759864.0,32.0",-32,17214025785336.0,4,"0.0,0.0,-32.0,45903938762816.0,-48.0,-32.0,32.0,32.0",0,5737992345374.0,3,"-16.0,-16.0,-45904133759896.0,-194997048.0,0.0,16.0,0.0,0.0",0,5738041094624.0,1,"-16.0,-32.0,-48.0,45903938762848.0,0.0,-45903938762776.0,-45903938762760.0,-45903938762752.0",-16,22951969381404.0,2,2,5,3,R (5),1.9056390622295665,2.75
"0.0,-16.0,-45904133759864.0,45904133759896.0,45904133759896.0,-32.0,-45903938762760.0,32.0",45904133759896,22952042505312.0,3,"0.0,-16.0,-45904133759848.0,48.0,0.0,-32.0,-45903938762792.0,45903938762792.0",0,17214001410691.0,3,"-32.0,-48.0,-45904133759864.0,32.0,32.0,0.0,194997104.0,0.0",32,5738041094639.0,1,"45903938762816.0,-32.0,-45904133759880.0,32.0,32.0,16.0,-45903938762744.0,48.0",32,17214001410700.0,4,"-16.0,-48.0,-45904133759896.0,0.0,0.0,0.0,-45903938762760.0,32.0",0,11476009065344.0,1,"45903938762784.0,45903938762768.0,-194997048.0,45903938762848.0,16.0,-16.0,-45903938762760.0,32.0",45903938762784,22951993756034.0,4,"-45904133759864.0,-45904133759848.0,45904133759896.0,0.0,-32.0,32.0,45903938762792.0,-16.0",-45904133759864,22952042505310.0,4,"-16.0,48.0,45904133759896.0,-45903938762792.0,-45903938762792.0,-45903938762760.0,8.0,-45903938762784.0",-45903938762792,28689986101387.0,4,"32.0,16.0,45904133759864.0,0.0,-16.0,16.0,45903938762776.0,-16.0",16,11476009065342.0,3,"-45903938762760.0,-45903938762744.0,194997112.0,-45903938762784.0,-45903938762784.0,-45903938762784.0,-24.0,-16.0",-45903938762784,28689986101376.0,2,"32.0,48.0,45904133759880.0,-16.0,-16.0,32.0,45903938762792.0,0.0",32,11476009065352.0,2,"-45903938762752.0,-45903938762768.0,194997080.0,-45903938762816.0,-16.0,16.0,45903938762760.0,-32.0",-45903938762752,22951993756030.0,4,4,5,3,R (5),2.1556390622295662,3.0
