Delta_with_1_last_read_mean,Delta_with_1_last_read_std,Delta_with_1_last_read_median,Delta_with_1_last_read_unique,Delta_with_1_last_read_zeros_frac,Delta_with_1_last_read_entropy,Delta_with_1_last_read_mode,Delta_with_1_last_read_mode_count,Delta_with_1_last_read_ac_first_peak,Delta_with_1_last_read_fft_dom_bin,Delta_with_1_last_read_fft_dom_power,Delta_with_1_last_write_mean,Delta_with_1_last_write_std,Delta_with_1_last_write_median,Delta_with_1_last_write_unique,Delta_with_1_last_write_zeros_frac,Delta_with_1_last_write_entropy,Delta_with_1_last_write_mode,Delta_with_1_last_write_mode_count,Delta_with_1_last_write_ac_first_peak,Delta_with_1_last_write_fft_dom_bin,Delta_with_1_last_write_fft_dom_power,start,length,Target,Fine_grained_Target
-0.275983057180887,2.4080908536427,0,14,0.2,2.34889318697911,0,20,5,39,76.0772480355315,-0.765381533924749,2.69145584284355,-1.6094379124341,14,0.22,2.67047140710898,-1.6094379124341,26,31,26,89.6163302706444,4450,100,1,1
-0.220966812010511,2.41162237702791,0,15,0.2,2.32379883146975,0,20,5,39,73.1594910576539,-0.863769763951511,2.49644528788714,-1.6094379124341,14,0.23,2.65370999641857,-1.6094379124341,26,31,26,77.3906317988543,4500,100,1,1
-0.246172658410146,2.42164271788909,0,15,0.19,2.31782553279745,0,19,16,26,62.0067252696357,-0.878560999901169,2.50132114764026,-1.6094379124341,14,0.23,2.66089386503272,-1.6094379124341,25,31,26,78.2686219961541,4550,100,1,1
-0.242449871084264,2.43673872907441,0,14,0.19,2.33021655962104,0,19,5,39,77.5711077547387,-0.891113247018135,2.50873391016429,-1.6094379124341,13,0.23,2.66089386503272,-1.6094379124341,25,31,26,79.2614547702514,4600,100,1,1
-0.275815987108142,2.4244358920547,0,14,0.2,2.33464246706525,0,20,5,39,74.3776531168509,-0.938103157308765,2.49114637015365,-1.6094379124341,13,0.22,2.63879967518642,-1.6094379124341,27,31,26,80.6474997583355,4650,100,1,1
-0.318699684078935,2.47955747186057,0,15,0.18,2.38189651215657,0,18,5,39,78.5347905078525,-0.808928573103483,2.65269832780856,-1.6094379124341,15,0.23,2.69764284013186,-1.6094379124341,26,31,26,87.6076688566255,4700,100,1,1
-0.234942571274031,2.40651425103789,0,14,0.2,2.33860457097806,0,20,5,39,67.9465337289558,-0.882035434903701,2.49232648909856,-1.6094379124341,13,0.23,2.66089386503272,-1.6094379124341,25,16,26,83.9142740409276,4750,100,1,1
-0.311543385170747,2.40186879566489,0,14,0.2,2.33254005624272,0,20,5,39,79.7585936064624,-0.853955162983106,2.5776388203348,-1.6094379124341,14,0.22,2.65908787955266,-1.6094379124341,26,31,26,89.8427476980526,4800,100,1,1
-0.245388067946121,2.40964257854159,0,14,0.19,2.34502229912935,0,19,5,39,75.4824950673026,-0.878605664271346,2.48594296130258,-1.6094379124341,13,0.23,2.65461226877239,-1.6094379124341,26,31,26,77.821271663828,4850,100,1,1
-0.273929236642251,2.41979556514877,0,14,0.2,2.33464246706525,0,20,5,39,74.3271307829417,-0.923880806358339,2.47715632124645,-1.6094379124341,13,0.23,2.64116068026092,-1.6094379124341,26,31,26,79.983510329065,4900,100,1,1
-0.338126137857664,2.46986804005727,0,15,0.19,2.3737214534234,0,19,5,39,82.0059075332597,-0.75485170130902,2.72759047499994,-1.6094379124341,15,0.22,2.72068584708259,-1.6094379124341,25,31,26,91.6827354021055,4950,100,1,1
